region,period,indicator,group,label,value_type,n_woreda,n_reported,n_pairs,num_sum,denom_sum,pct_reported,value_pct,value_pct_capped
Amhara,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,23,23,23,16,23,100,69.56521739130434,69.56521739130434
Benishangul Gumuz,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,23,23,23,16,23,100,69.56521739130434,69.56521739130434
Benishangul Gumuz,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,23,23,23,16,23,100,69.56521739130434,69.56521739130434
Central Ethiopia,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,82,82,82,0,82,100,0,0
Dire Dawa,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,18,18,18,18,18,100,100,100
Gambella,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Gambella,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Gambella,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Harari,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,9,9,9,1,9,100,11.11111111111111,11.11111111111111
Harari,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,9,9,9,1,9,100,11.11111111111111,11.11111111111111
Harari,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,1,1,1,9,9,100,100,100
Oromia,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,444,362,0,0,0,81.5,NA,NA
Oromia,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,430,348,9,9,9,80.9,100,100
Oromia,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,38,38,38,22,38,100,57.89473684210526,57.89473684210526
Sidama,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,38,38,38,23,38,100,60.526315789473685,60.526315789473685
Sidama,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,38,38,38,38,38,100,100,100
Somali,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,96,96,96,21,96,100,21.875,21.875
South Ethiopia,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,96,96,96,21,96,100,21.875,21.875
South Ethiopia,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,96,96,96,21,96,100,21.875,21.875
Tigray,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,84,81,0,0,0,96.4,NA,NA
Addis Ababa,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,11,11,11,0,120,100,0,0
Addis Ababa,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,120,120,119,18,119,100,15.126050420168067,15.126050420168067
Addis Ababa,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,119,119,118,18,118,100,15.254237288135593,15.254237288135593
Afar,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,40,40,40,0,40,100,0,0
Afar,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,40,40,40,0,40,100,0,0
Afar,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,40,40,40,0,40,100,0,0
Amhara,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,23,23,23,0,23,100,0,0
Central Ethiopia,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,82,82,82,0,82,100,0,0
Dire Dawa,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,18,17,17,0,17,94.4,0,0
Dire Dawa,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,18,17,17,0,17,94.4,0,0
Dire Dawa,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,18,18,18,1,18,100,5.555555555555555,5.555555555555555
Gambella,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,14,14,14,0,14,100,0,0
Harari,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,9,9,9,0,9,100,0,0
Harari,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,9,9,9,0,9,100,0,0
Harari,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,1,1,1,0,9,100,0,0
Oromia,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,444,362,0,0,0,81.5,NA,NA
Oromia,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,430,348,16,0,16,80.9,0,0
Oromia,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,38,38,38,6,38,100,15.789473684210526,15.789473684210526
Sidama,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,38,38,38,6,38,100,15.789473684210526,15.789473684210526
Sidama,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,38,38,38,9,38,100,23.68421052631579,23.68421052631579
Somali,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,96,96,96,0,96,100,0,0
South Ethiopia,2025-Wk16-27,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,96,96,96,0,96,100,0,0
South Ethiopia,2025-Wk28-52,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,96,96,96,0,96,100,0,0
Tigray,2025-Wk03-15,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,84,81,0,0,0,96.4,NA,NA
Addis Ababa,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,11,11,11,0,120,100,0,0
Addis Ababa,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,120,120,119,18,119,100,15.126050420168067,15.126050420168067
Addis Ababa,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,119,119,118,18,118,100,15.254237288135593,15.254237288135593
Afar,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,40,40,40,0,40,100,0,0
Afar,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,40,40,40,0,40,100,0,0
Afar,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,40,40,40,0,40,100,0,0
Amhara,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,23,23,23,0,23,100,0,0
Central Ethiopia,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,82,82,82,0,82,100,0,0
Dire Dawa,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,18,18,18,18,18,100,100,100
Gambella,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,14,14,14,0,14,100,0,0
Harari,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,9,9,9,0,9,100,0,0
Harari,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,9,9,9,0,9,100,0,0
Harari,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,1,1,1,0,9,100,0,0
Oromia,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,444,362,0,0,0,81.5,NA,NA
Oromia,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,430,348,0,0,0,80.9,NA,NA
Oromia,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,38,38,38,6,38,100,15.789473684210526,15.789473684210526
Sidama,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,38,38,38,10,38,100,26.31578947368421,26.31578947368421
Sidama,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,38,38,38,13,38,100,34.21052631578947,34.21052631578947
Somali,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,96,96,96,15,96,100,15.625,15.625
South Ethiopia,2025-Wk16-27,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,96,96,96,15,96,100,15.625,15.625
South Ethiopia,2025-Wk28-52,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,96,96,96,15,96,100,15.625,15.625
Tigray,2025-Wk03-15,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,84,81,0,0,0,96.4,NA,NA
Addis Ababa,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,11,11,11,97,97,100,100,100
Addis Ababa,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,120,120,116,1014,1014,100,100,100
Addis Ababa,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,119,119,115,1000,1000,100,100,100
Afar,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,40,40,40,0,423,100,0,0
Afar,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,40,40,40,0,423,100,0,0
Afar,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,40,40,40,0,492,100,0,0
Amhara,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,23,23,23,0,23,100,0,0
Central Ethiopia,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,82,82,82,82,82,100,100,100
Dire Dawa,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,18,17,17,0,17,94.4,0,0
Dire Dawa,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,18,17,17,0,17,94.4,0,0
Dire Dawa,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,18,18,18,0,18,100,0,0
Gambella,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,14,14,14,0,152,100,0,0
Gambella,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,14,14,14,0,152,100,0,0
Gambella,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,14,14,14,0,152,100,0,0
Harari,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,9,9,9,0,13,100,0,0
Harari,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,9,9,9,0,59,100,0,0
Harari,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,1,1,1,0,15,100,0,0
Oromia,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,444,440,435,0,1558,99.1,0,0
Oromia,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,430,427,422,0,1527,99.3,0,0
Oromia,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,8,8,8,0,45,100,0,0
Sidama,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,38,38,36,0,139,100,0,0
Sidama,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,38,38,38,0,160,100,0,0
Sidama,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,38,38,38,0,160,100,0,0
Somali,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,118,118,118,118,236,100,50,50
Somali,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,118,118,118,118,236,100,50,50
Somali,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,118,118,118,118,236,100,50,50
South Ethiopia,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,96,96,96,0,1653,100,0,0
South Ethiopia,2025-Wk16-27,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,96,96,96,0,1653,100,0,0
South Ethiopia,2025-Wk28-52,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,96,96,96,0,1653,100,0,0
Tigray,2025-Wk03-15,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,84,84,81,7,241,100,2.904564315352697,2.904564315352697
Addis Ababa,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,11,11,0,0,0,100,NA,NA
Addis Ababa,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,120,120,120,119,1061,100,11.215834118755891,11.215834118755891
Addis Ababa,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,119,119,119,118,1047,100,11.270296084049665,11.270296084049665
Afar,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,40,40,40,21,423,100,4.964539007092198,4.964539007092198
Afar,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,40,40,40,40,423,100,9.456264775413711,9.456264775413711
Afar,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,40,40,40,38,492,100,7.723577235772358,7.723577235772358
Amhara,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,23,23,23,17,23,100,73.91304347826087,73.91304347826087
Benishangul Gumuz,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,23,23,23,17,23,100,73.91304347826087,73.91304347826087
Benishangul Gumuz,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,23,23,23,17,23,100,73.91304347826087,73.91304347826087
Central Ethiopia,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,82,82,82,82,82,100,100,100
Dire Dawa,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,18,18,18,18,18,100,100,100
Gambella,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,14,14,14,0,152,100,0,0
Gambella,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,14,14,14,9,152,100,5.921052631578948,5.921052631578948
Gambella,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,14,14,14,9,152,100,5.921052631578948,5.921052631578948
Harari,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,9,9,9,9,13,100,69.23076923076923,69.23076923076923
Harari,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,9,9,9,9,59,100,15.254237288135593,15.254237288135593
Harari,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,1,1,1,9,15,100,60,60
Oromia,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,444,440,0,0,0,99.1,NA,NA
Oromia,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,430,430,422,422,1527,100,27.635887360838243,27.635887360838243
Oromia,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,38,38,36,36,139,100,25.899280575539567,25.899280575539567
Sidama,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,38,38,38,38,160,100,23.75,23.75
Sidama,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,38,38,38,38,160,100,23.75,23.75
Somali,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,118,118,118,74,236,100,31.35593220338983,31.35593220338983
Somali,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,118,118,118,74,236,100,31.35593220338983,31.35593220338983
Somali,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,118,118,118,74,236,100,31.35593220338983,31.35593220338983
South Ethiopia,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,96,96,96,42,96,100,43.75,43.75
South Ethiopia,2025-Wk16-27,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,96,96,96,96,96,100,100,100
South Ethiopia,2025-Wk28-52,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,96,96,96,96,96,100,100,100
Tigray,2025-Wk03-15,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,84,84,81,170,241,100,70.53941908713693,70.53941908713693
Addis Ababa,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,11,11,0,0,0,100,NA,NA
Addis Ababa,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,120,120,120,117,1061,100,11.027332704995288,11.027332704995288
Addis Ababa,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,119,119,119,116,1047,100,11.0792741165234,11.0792741165234
Afar,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,40,40,40,2,423,100,0.4728132387706856,0.4728132387706856
Afar,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,40,40,40,5,423,100,1.1820330969267139,1.1820330969267139
Afar,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,40,40,40,0,492,100,0,0
Amhara,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,23,23,23,18,23,100,78.26086956521739,78.26086956521739
Benishangul Gumuz,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,23,23,23,18,23,100,78.26086956521739,78.26086956521739
Benishangul Gumuz,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,23,23,23,18,23,100,78.26086956521739,78.26086956521739
Central Ethiopia,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,82,82,82,82,82,100,100,100
Dire Dawa,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,18,18,18,18,18,100,100,100
Gambella,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,14,14,14,9,152,100,5.921052631578948,5.921052631578948
Gambella,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,14,14,14,9,152,100,5.921052631578948,5.921052631578948
Gambella,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,14,14,14,9,152,100,5.921052631578948,5.921052631578948
Harari,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,9,9,9,0,13,100,0,0
Harari,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,9,9,9,0,59,100,0,0
Harari,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,1,1,1,9,15,100,60,60
Oromia,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,444,440,0,0,0,99.1,NA,NA
Oromia,2025-Wk16-27,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,430,427,0,0,0,99.3,NA,NA
Oromia,2025-Wk28-52,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,38,38,36,17,139,100,12.23021582733813,12.23021582733813
