adm3_pcode,adm3_en,ref_region,ref_zone,indicator,group,label,value_type,period,num_sum,denom_sum,n_records,value_pct,value_pct_capped
ET042012,Akaki,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,1,1,1,100,100
ET042012,Akaki,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,1,1,0,0
ET042012,Akaki,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,1,1,0,0
ET042012,Akaki,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042012,Akaki,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,1,1,1,100,100
ET042012,Akaki,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,1,1,1,100,100
ET042013,Sululta,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,2,6,2,33.333333333333336,33.333333333333336
ET042013,Sululta,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,6,2,0,0
ET042013,Sululta,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,6,2,0,0
ET042013,Sululta,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042013,Sululta,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,5,6,2,83.33333333333333,83.33333333333333
ET042013,Sululta,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,5,6,2,83.33333333333333,83.33333333333333
ET042014,Welmera,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,1,3,1,33.333333333333336,33.333333333333336
ET042014,Welmera,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,3,1,0,0
ET042014,Welmera,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,3,1,0,0
ET042014,Welmera,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042014,Welmera,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,3,3,1,100,100
ET042014,Welmera,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,3,3,1,100,100
ET042016,Mulo,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,10,2,0,0
ET042016,Mulo,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,5,10,2,50,50
ET042016,Mulo,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,2,3,2,66.66666666666667,66.66666666666667
ET042016,Mulo,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,3,2,0,0
ET042016,Mulo,Oromia,Finfine Special,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,3,2,0,0
ET042016,Mulo,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,2,NA,NA
ET042016,Mulo,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,3,3,2,100,100
ET042016,Mulo,Oromia,Finfine Special,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,3,3,2,100,100
ET042018,Sendafa town,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,2,1,0,0
ET042018,Sendafa town,Oromia,Finfine Special,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,1,2,1,50,50
ET042018,Sendafa town,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET042018,Sendafa town,Oromia,Finfine Special,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
