adm3_pcode,adm3_en,ref_region,ref_zone,indicator,group,label,value_type,period,num_sum,denom_sum,n_records,value_pct,value_pct_capped
ET030807,Sekota town,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,6.846153846153846,7,2,97.8021978021978,97.8021978021978
ET030807,Sekota town,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,6.916666666666667,7,2,98.80952380952382,98.80952380952382
ET030807,Sekota town,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,9,9,2,100,100
ET030807,Sekota town,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,6.846153846153846,7,2,97.8021978021978,97.8021978021978
ET030807,Sekota town,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,6.916666666666667,7,2,98.80952380952382,98.80952380952382
ET030807,Sekota town,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,9,9,2,100,100
ET030808,Tsagbeji,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,10,1,0,0
ET030808,Tsagbeji,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,23,1,0,0
ET030808,Tsagbeji,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,18,1,0,0
ET030808,Tsagbeji,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030808,Tsagbeji,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,10,10,1,100,100
ET030808,Tsagbeji,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,10,10,1,100,100
ET030808,Tsagbeji,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,11,11,1,100,100
ET030808,Tsagbeji,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,10,10,1,100,100
ET030808,Tsagbeji,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,10,10,1,100,100
ET030808,Tsagbeji,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,11,11,1,100,100
ET030901,Dangila,Amhara,Awi,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030901,Dangila,Amhara,Awi,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
