period,region,indicator,label,value_pct,pct_reported
2025-Wk03-15,Somali,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,100
2025-Wk03-15,Somali,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk03-15,Somali,LINEGRAPH,Current line graph available for priority diseases,50.84745762711864,100
2025-Wk03-15,Somali,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk03-15,Somali,LAB_7D,Outbreaks with laboratory results within 7 days,NA,100
2025-Wk03-15,Somali,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk03-15,Somali,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,NA,100
2025-Wk03-15,Somali,RISK_MAP,Districts conducting risk & resource mapping,NA,100
2025-Wk03-15,Somali,EPR_FUNDS,Districts with EPR funds / budget line,NA,100
2025-Wk03-15,Somali,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,100
2025-Wk03-15,Somali,PHEM_OFFICER,Health facilities with PHEM officer,50,100
2025-Wk03-15,Somali,DHIS2_RPT,Districts reporting weekly via DHIS2,31.35593220338983,100
2025-Wk03-15,Somali,COORD_PLATFORM,Districts with functional coordination platform / RRT,0,100
2025-Wk16-27,Somali,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk16-27,Somali,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk16-27,Somali,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk16-27,Somali,RPT_TIMELY,Surveillance reports submitted on time (timeliness),70.25641025641026,100
2025-Wk16-27,Somali,RPT_COMPLETE,Surveillance reports submitted completely (completeness),59.583333333333336,100
2025-Wk16-27,Somali,CB_ELIM,Case-based reporting: elimination/eradication diseases,NA,100
2025-Wk16-27,Somali,CB_EVENTS,Case-based reporting: selected events/conditions,100,100
2025-Wk16-27,Somali,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,100
2025-Wk16-27,Somali,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk16-27,Somali,LINEGRAPH,Current line graph available for priority diseases,50.84745762711864,100
2025-Wk16-27,Somali,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk16-27,Somali,LAB_7D,Outbreaks with laboratory results within 7 days,NA,100
2025-Wk16-27,Somali,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk16-27,Somali,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,NA,100
2025-Wk16-27,Somali,RISK_MAP,Districts conducting risk & resource mapping,NA,100
2025-Wk16-27,Somali,EPR_FUNDS,Districts with EPR funds / budget line,NA,100
2025-Wk16-27,Somali,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,100
2025-Wk16-27,Somali,PHEM_OFFICER,Health facilities with PHEM officer,50,100
2025-Wk16-27,Somali,DHIS2_RPT,Districts reporting weekly via DHIS2,31.35593220338983,100
2025-Wk16-27,Somali,COORD_PLATFORM,Districts with functional coordination platform / RRT,0,100
2025-Wk28-52,Somali,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk28-52,Somali,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk28-52,Somali,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk28-52,Somali,RPT_TIMELY,Surveillance reports submitted on time (timeliness),69.8019801980198,100
2025-Wk28-52,Somali,RPT_COMPLETE,Surveillance reports submitted completely (completeness),59.583333333333336,100
2025-Wk28-52,Somali,CB_ELIM,Case-based reporting: elimination/eradication diseases,NA,100
2025-Wk28-52,Somali,CB_EVENTS,Case-based reporting: selected events/conditions,100,100
2025-Wk28-52,Somali,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,100
2025-Wk28-52,Somali,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk28-52,Somali,LINEGRAPH,Current line graph available for priority diseases,50.84745762711864,100
2025-Wk28-52,Somali,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk28-52,Somali,LAB_7D,Outbreaks with laboratory results within 7 days,NA,100
2025-Wk28-52,Somali,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk28-52,Somali,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,NA,100
2025-Wk28-52,Somali,RISK_MAP,Districts conducting risk & resource mapping,NA,100
2025-Wk28-52,Somali,EPR_FUNDS,Districts with EPR funds / budget line,NA,100
2025-Wk28-52,Somali,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,100
2025-Wk28-52,Somali,PHEM_OFFICER,Health facilities with PHEM officer,50,100
2025-Wk28-52,Somali,DHIS2_RPT,Districts reporting weekly via DHIS2,31.35593220338983,100
2025-Wk28-52,Somali,COORD_PLATFORM,Districts with functional coordination platform / RRT,0,100
2025-Wk03-15,South Ethiopia,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),50,100
2025-Wk03-15,South Ethiopia,EBS_DETECT,Outbreaks detected through event-based surveillance,3.125,100
2025-Wk03-15,South Ethiopia,DETECT_7D,Outbreaks detected within 7 days,83.33333333333333,100
2025-Wk03-15,South Ethiopia,RPT_TIMELY,Surveillance reports submitted on time (timeliness),98.07692307692308,100
2025-Wk03-15,South Ethiopia,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk03-15,South Ethiopia,CB_ELIM,Case-based reporting: elimination/eradication diseases,100,100
2025-Wk03-15,South Ethiopia,CB_EVENTS,Case-based reporting: selected events/conditions,26.020408163265305,100
2025-Wk03-15,South Ethiopia,NOTIFY_24H,Suspected outbreaks notified within 24 hours,4.166666666666667,100
2025-Wk03-15,South Ethiopia,NOTIFY_30M,Immediately reportable events notified within 30 minutes,22.22222222222222,100
2025-Wk03-15,South Ethiopia,LINEGRAPH,Current line graph available for priority diseases,36.458333333333336,100
2025-Wk03-15,South Ethiopia,OBR_ANALYZED,Outbreak reports with analyzed case-based data,6.25,100
2025-Wk03-15,South Ethiopia,LAB_7D,Outbreaks with laboratory results within 7 days,0,100
2025-Wk03-15,South Ethiopia,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk03-15,South Ethiopia,EPI_DETECT_REG,Epidemics detected at regional level from district data,100,100
2025-Wk03-15,South Ethiopia,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,68.75,100
2025-Wk03-15,South Ethiopia,RISK_MAP,Districts conducting risk & resource mapping,21.875,100
2025-Wk03-15,South Ethiopia,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk03-15,South Ethiopia,CONTINGENCY,Districts with contingency stocks (3-6 months),15.625,100
2025-Wk03-15,South Ethiopia,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk03-15,South Ethiopia,DHIS2_RPT,Districts reporting weekly via DHIS2,43.75,100
2025-Wk03-15,South Ethiopia,COORD_PLATFORM,Districts with functional coordination platform / RRT,75,100
2025-Wk16-27,South Ethiopia,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),0,100
2025-Wk16-27,South Ethiopia,EBS_DETECT,Outbreaks detected through event-based surveillance,0,100
2025-Wk16-27,South Ethiopia,DETECT_7D,Outbreaks detected within 7 days,71.42857142857143,100
2025-Wk16-27,South Ethiopia,RPT_TIMELY,Surveillance reports submitted on time (timeliness),98.07692307692308,100
2025-Wk16-27,South Ethiopia,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk16-27,South Ethiopia,CB_ELIM,Case-based reporting: elimination/eradication diseases,100,100
2025-Wk16-27,South Ethiopia,CB_EVENTS,Case-based reporting: selected events/conditions,20.40816326530612,100
2025-Wk16-27,South Ethiopia,NOTIFY_24H,Suspected outbreaks notified within 24 hours,5.208333333333333,100
2025-Wk16-27,South Ethiopia,NOTIFY_30M,Immediately reportable events notified within 30 minutes,20,100
2025-Wk16-27,South Ethiopia,LINEGRAPH,Current line graph available for priority diseases,37.5,100
2025-Wk16-27,South Ethiopia,OBR_ANALYZED,Outbreak reports with analyzed case-based data,8.333333333333334,100
2025-Wk16-27,South Ethiopia,LAB_7D,Outbreaks with laboratory results within 7 days,0,100
2025-Wk16-27,South Ethiopia,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk16-27,South Ethiopia,EPI_DETECT_REG,Epidemics detected at regional level from district data,85.71428571428571,100
2025-Wk16-27,South Ethiopia,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,21.875,100
2025-Wk16-27,South Ethiopia,RISK_MAP,Districts conducting risk & resource mapping,21.875,100
2025-Wk16-27,South Ethiopia,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk16-27,South Ethiopia,CONTINGENCY,Districts with contingency stocks (3-6 months),15.625,100
2025-Wk16-27,South Ethiopia,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk16-27,South Ethiopia,DHIS2_RPT,Districts reporting weekly via DHIS2,100,100
2025-Wk16-27,South Ethiopia,COORD_PLATFORM,Districts with functional coordination platform / RRT,32.291666666666664,100
2025-Wk28-52,South Ethiopia,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),5.882352941176471,100
2025-Wk28-52,South Ethiopia,EBS_DETECT,Outbreaks detected through event-based surveillance,20,100
2025-Wk28-52,South Ethiopia,DETECT_7D,Outbreaks detected within 7 days,80,100
2025-Wk28-52,South Ethiopia,RPT_TIMELY,Surveillance reports submitted on time (timeliness),99.67948717948718,100
2025-Wk28-52,South Ethiopia,RPT_COMPLETE,Surveillance reports submitted completely (completeness),99.9198717948718,100
2025-Wk28-52,South Ethiopia,CB_ELIM,Case-based reporting: elimination/eradication diseases,100,100
2025-Wk28-52,South Ethiopia,CB_EVENTS,Case-based reporting: selected events/conditions,56.507936507936506,100
2025-Wk28-52,South Ethiopia,NOTIFY_24H,Suspected outbreaks notified within 24 hours,3.0303030303030303,100
2025-Wk28-52,South Ethiopia,NOTIFY_30M,Immediately reportable events notified within 30 minutes,27.272727272727273,100
2025-Wk28-52,South Ethiopia,LINEGRAPH,Current line graph available for priority diseases,37.5,100
2025-Wk28-52,South Ethiopia,OBR_ANALYZED,Outbreak reports with analyzed case-based data,10.416666666666666,100
2025-Wk28-52,South Ethiopia,LAB_7D,Outbreaks with laboratory results within 7 days,0,100
2025-Wk28-52,South Ethiopia,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk28-52,South Ethiopia,EPI_DETECT_REG,Epidemics detected at regional level from district data,66.66666666666667,100
2025-Wk28-52,South Ethiopia,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,100,100
2025-Wk28-52,South Ethiopia,RISK_MAP,Districts conducting risk & resource mapping,21.875,100
2025-Wk28-52,South Ethiopia,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk28-52,South Ethiopia,CONTINGENCY,Districts with contingency stocks (3-6 months),15.625,100
2025-Wk28-52,South Ethiopia,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk28-52,South Ethiopia,DHIS2_RPT,Districts reporting weekly via DHIS2,100,100
2025-Wk28-52,South Ethiopia,COORD_PLATFORM,Districts with functional coordination platform / RRT,33.333333333333336,100
2025-Wk03-15,Tigray,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),0,96.4
2025-Wk03-15,Tigray,EBS_DETECT,Outbreaks detected through event-based surveillance,0,96.4
2025-Wk03-15,Tigray,DETECT_7D,Outbreaks detected within 7 days,50,4.8
2025-Wk03-15,Tigray,RPT_TIMELY,Surveillance reports submitted on time (timeliness),86.11111111111111,14.3
2025-Wk03-15,Tigray,RPT_COMPLETE,Surveillance reports submitted completely (completeness),94.28571428571428,14.3
2025-Wk03-15,Tigray,CB_ELIM,Case-based reporting: elimination/eradication diseases,62.95133437990581,14.3
2025-Wk03-15,Tigray,CB_EVENTS,Case-based reporting: selected events/conditions,NA,0
2025-Wk03-15,Tigray,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,0
2025-Wk03-15,Tigray,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,0
2025-Wk03-15,Tigray,LINEGRAPH,Current line graph available for priority diseases,65.78947368421052,14.3
2025-Wk03-15,Tigray,OBR_ANALYZED,Outbreak reports with analyzed case-based data,31.25,14.3
2025-Wk03-15,Tigray,LAB_7D,Outbreaks with laboratory results within 7 days,NA,0
2025-Wk03-15,Tigray,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,0
2025-Wk03-15,Tigray,EPI_DETECT_REG,Epidemics detected at regional level from district data,NA,0
2025-Wk03-15,Tigray,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,NA,96.4
2025-Wk03-15,Tigray,RISK_MAP,Districts conducting risk & resource mapping,NA,96.4
2025-Wk03-15,Tigray,EPR_FUNDS,Districts with EPR funds / budget line,NA,96.4
2025-Wk03-15,Tigray,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,96.4
2025-Wk03-15,Tigray,PHEM_OFFICER,Health facilities with PHEM officer,2.904564315352697,100
2025-Wk03-15,Tigray,DHIS2_RPT,Districts reporting weekly via DHIS2,70.53941908713693,100
2025-Wk03-15,Tigray,COORD_PLATFORM,Districts with functional coordination platform / RRT,0,100
